Transaction ID,Customer ID,Product,Category,Region,Sales Amount,Quantity,Date,Payment Method
T05294,C9129,Desktop,Accessories,South,138.99,1,2023-12-10,Cash
T05295,C8559,Monitor,Office Equipment,East,1602.81,7,2024-05-14,Online Payment
T05296,C9881,Desktop,Office Equipment,West,782.29,8,2024-06-10,Credit Card
T05297,C5468,Camera,Accessories,North,173.99,5,2024-11-20,UPI
T05298,C1129,Laptop,Electronics,South,1767.12,5,2024-07-27,Online Payment
T05299,C6865,Camera,Office Equipment,East,1380.51,8,2024-02-20,Credit Card
T05300,C7204,Desktop,Electronics,North,159.65,9,2024-07-10,Credit Card
T05301,C7037,Keyboard,Office Equipment,East,725.85,2,2024-06-16,Cash
T05302,C1957,Laptop,Office Equipment,South,433.87,4,2024-08-03,Cash
T05303,C4210,Headphones,Office Equipment,West,1395.43,7,2023-03-16,UPI
T05304,C1525,Mobile Phone,Office Equipment,East,1577.41,4,2024-03-23,Cash
T05305,C6831,Keyboard,Office Equipment,North,1462.34,7,2023-04-17,Debit Card
T05306,C1814,Keyboard,Office Equipment,North,1438.8,6,2024-12-05,Debit Card
T05307,C8154,Mobile Phone,Office Equipment,South,1485.12,2,2023-11-19,Cash
T05308,C7971,Mobile Phone,Electronics,South,454.15,8,2024-02-15,Credit Card
T05309,C7413,Desktop,Office Equipment,West,1276.39,6,2024-01-18,Cash
T05310,C6832,Headphones,Accessories,West,1057.68,5,2022-12-23,Debit Card
T05311,C8421,Headphones,Accessories,East,95.98,7,2023-03-10,Online Payment
T05312,C1631,Camera,Office Equipment,East,459.29,2,2023-07-10,Online Payment
T05313,C4735,Keyboard,Accessories,South,891.88,8,2023-01-19,Credit Card
T05314,C4188,Tablet,Office Equipment,West,480.1,6,2023-05-07,UPI
T05315,C9733,Desktop,Office Equipment,West,1515.27,3,2023-05-17,Debit Card
T05316,C4405,Monitor,Office Equipment,East,1341.2,6,2024-03-06,Credit Card
T05317,C6932,Desktop,Electronics,West,939.05,3,2024-07-24,UPI
T05318,C8484,Tablet,Accessories,East,1364.61,2,2024-09-26,Cash
T05319,C3408,Smartwatch,Electronics,East,1938.2,3,2024-03-07,Cash
T05320,C6534,Camera,Office Equipment,South,1296.4,8,2022-12-24,Cash
T05321,C5118,Printer,Accessories,East,733.11,5,2023-09-04,UPI
T05322,C2640,Camera,Accessories,East,844.4,5,2023-10-22,Cash
T05323,C7665,Keyboard,Electronics,South,922.21,9,2023-07-19,Cash
T05324,C7241,Mobile Phone,Accessories,South,346.05,8,2024-10-30,Online Payment
T05325,C9383,Desktop,Office Equipment,West,1085.06,1,2023-02-01,Online Payment
T05326,C8547,Desktop,Office Equipment,South,948.14,4,2023-06-16,UPI
T05327,C7590,Keyboard,Office Equipment,West,196.65,9,2023-09-26,Credit Card
T05328,C7485,Smartwatch,Accessories,North,460.01,4,2023-07-23,Cash
T05329,C2581,Camera,Electronics,South,57.32,1,2024-01-12,Cash
T05330,C4805,Monitor,Office Equipment,West,915.02,10,2023-04-30,Credit Card
T05331,C1562,Keyboard,Accessories,West,436.68,1,2024-08-26,Debit Card
T05332,C7136,Camera,Accessories,East,1670.94,10,2023-04-14,Cash
T05333,C3923,Printer,Electronics,North,1136.97,5,2023-03-23,UPI
T05334,C4943,Monitor,Office Equipment,North,301.43,1,2024-09-13,Cash
T05335,C8596,Headphones,Office Equipment,East,799.31,5,2023-09-27,UPI
T05336,C2056,Tablet,Electronics,East,1270.38,4,2024-04-07,Cash
T05337,C5795,Camera,Accessories,South,1621.46,6,2024-09-12,Cash
T05338,C8714,Monitor,Electronics,North,1595.73,4,2023-02-07,Online Payment
T05339,C9538,Tablet,Office Equipment,North,1873.65,6,2024-12-04,UPI
T05340,C3196,Camera,Office Equipment,East,1695.15,1,2024-09-11,Debit Card
T05341,C3239,Headphones,Office Equipment,East,1062.87,6,2023-05-25,Credit Card
T05342,C2726,Mobile Phone,Accessories,North,388.12,7,2024-11-18,Cash
T05343,C1014,Headphones,Accessories,West,331.21,1,2024-10-18,Cash
T05344,C4174,Printer,Accessories,South,1762.58,7,2022-12-24,Credit Card
T05345,C6890,Smartwatch,Accessories,North,526.16,3,2023-06-22,Cash
T05346,C5945,Desktop,Electronics,East,1825.85,3,2024-08-08,Cash
T05347,C7984,Tablet,Electronics,North,1826.03,9,2023-04-28,Credit Card
T05348,C2170,Tablet,Office Equipment,South,382.82,5,2023-10-16,Cash
T05349,C5147,Smartwatch,Accessories,East,1679.85,3,2024-04-21,Debit Card
T05350,C3428,Mobile Phone,Accessories,North,1347.88,1,2023-01-26,Debit Card
T05351,C4151,Tablet,Office Equipment,North,830.92,1,2023-07-25,UPI
T05352,C3333,Camera,Electronics,North,1171.17,10,2024-01-12,Debit Card
T05353,C6326,Monitor,Electronics,West,1273.59,3,2024-12-04,Credit Card
T05354,C9683,Camera,Electronics,South,1191.13,1,2024-07-10,Cash
T05355,C6500,Smartwatch,Office Equipment,South,273.14,5,2022-12-09,Cash
T05356,C9769,Keyboard,Office Equipment,South,956.57,10,2024-08-25,Debit Card
T05357,C3795,Keyboard,Office Equipment,North,1610.35,7,2024-10-12,Cash
T05358,C6572,Smartwatch,Electronics,North,1621.4,3,2024-08-01,Cash
T05359,C7982,Printer,Accessories,South,890.91,10,2023-11-28,Debit Card
T05360,C9266,Printer,Office Equipment,West,72.54,2,2023-06-02,UPI
T05361,C8503,Mobile Phone,Office Equipment,North,1665.87,5,2023-06-01,UPI
T05362,C9311,Camera,Office Equipment,East,1464.53,10,2023-12-11,Credit Card
T05363,C1163,Smartwatch,Accessories,West,1380.45,3,2024-07-02,UPI
T05364,C1012,Tablet,Office Equipment,West,1157.4,8,2023-11-15,Cash
T05365,C3934,Smartwatch,Accessories,North,945.15,5,2023-02-23,UPI
T05366,C3279,Monitor,Electronics,North,1659.04,4,2023-05-06,Online Payment
T05367,C1391,Desktop,Electronics,East,747.27,2,2024-08-14,Online Payment
T05368,C2552,Camera,Office Equipment,East,1717.04,1,2023-03-02,Cash
T05369,C7305,Monitor,Office Equipment,South,955.13,2,2023-10-06,Debit Card
T05370,C2723,Camera,Accessories,West,1105.87,9,2024-01-16,Debit Card
T05371,C9881,Printer,Accessories,East,1733.92,1,2023-05-14,Online Payment
T05372,C1168,Tablet,Office Equipment,North,190.63,4,2023-06-19,Online Payment
T05373,C4822,Tablet,Electronics,North,1378.44,8,2023-06-08,Debit Card
T05374,C3887,Smartwatch,Electronics,West,913.71,10,2023-12-24,Cash
T05375,C4880,Laptop,Electronics,East,839.91,2,2024-02-22,UPI
T05376,C8948,Laptop,Accessories,North,1534.15,3,2024-11-25,UPI
T05377,C1526,Camera,Office Equipment,South,964.56,2,2023-08-22,Online Payment
T05378,C5258,Printer,Accessories,North,1776.31,4,2023-12-12,UPI
T05379,C4927,Camera,Electronics,West,1482.1,7,2024-05-03,Online Payment
T05380,C8579,Keyboard,Electronics,East,224.67,5,2022-12-30,Online Payment
T05381,C3619,Desktop,Electronics,North,1797.61,1,2023-02-01,Cash
T05382,C3672,Desktop,Office Equipment,South,1911.88,10,2023-12-17,Debit Card
T05383,C8574,Desktop,Electronics,North,387.09,6,2024-08-31,Debit Card
T05384,C2206,Mobile Phone,Office Equipment,West,122.57,7,2023-12-06,Online Payment
T05385,C3082,Keyboard,Office Equipment,North,541.91,8,2023-07-02,Credit Card
T05386,C2653,Tablet,Electronics,South,1344.04,6,2024-01-21,Online Payment
T05387,C7435,Headphones,Electronics,East,226.59,4,2023-11-30,Cash
T05388,C1300,Keyboard,Office Equipment,West,1950.19,3,2024-06-07,Cash
T05389,C7515,Tablet,Office Equipment,East,1493.01,7,2023-08-20,UPI
T05390,C4273,Mobile Phone,Accessories,South,998.92,6,2023-05-15,Cash
T05391,C1572,Smartwatch,Accessories,West,1734.16,1,2024-07-27,Debit Card
T05392,C8905,Monitor,Accessories,South,1168.64,5,2023-02-06,Online Payment
T05393,C7595,Smartwatch,Electronics,East,471.12,8,2023-03-05,UPI
T05394,C2030,Smartwatch,Office Equipment,West,1829.29,5,2023-06-21,Cash
T05395,C4655,Keyboard,Electronics,West,1819.73,6,2023-03-29,Cash
T05396,C2422,Printer,Accessories,South,1668.49,8,2024-07-08,Online Payment
T05397,C7434,Printer,Accessories,North,1627.81,9,2024-06-25,Cash
T05398,C3921,Desktop,Accessories,South,722.49,2,2023-01-27,Credit Card
T05399,C7215,Tablet,Office Equipment,East,1309.2,9,2023-12-08,Debit Card
T05400,C1453,Tablet,Office Equipment,North,1127.0,8,2023-12-13,Credit Card
T05401,C5417,Smartwatch,Electronics,South,905.08,9,2024-10-23,Online Payment
T05402,C7956,Keyboard,Accessories,South,1622.19,4,2024-04-12,UPI
T05403,C4406,Smartwatch,Office Equipment,West,1538.51,2,2023-06-07,Cash
T05404,C1279,Desktop,Office Equipment,North,1531.45,10,2024-03-20,Debit Card
T05405,C2928,Tablet,Accessories,West,512.17,2,2023-05-26,UPI
T05406,C8106,Headphones,Office Equipment,West,1579.97,5,2023-07-18,Credit Card
T05407,C9476,Monitor,Office Equipment,West,1461.93,5,2023-05-16,Debit Card
T05408,C3390,Mobile Phone,Electronics,South,1397.65,10,2024-07-19,Cash
T05409,C1561,Printer,Office Equipment,South,1826.16,2,2024-03-13,Online Payment
T05410,C7614,Laptop,Accessories,East,1406.03,4,2024-01-07,Cash
T05411,C7568,Printer,Office Equipment,East,611.16,9,2023-10-10,UPI
T05412,C7601,Monitor,Electronics,West,1781.71,7,2023-05-26,Debit Card
T05413,C3660,Monitor,Accessories,South,1385.36,4,2024-08-17,UPI
T05414,C9598,Headphones,Electronics,South,1971.64,3,2023-08-07,Debit Card
T05415,C3711,Headphones,Accessories,North,1289.23,2,2024-11-16,UPI
T05416,C7410,Monitor,Electronics,West,1697.17,4,2023-08-13,Cash
T05417,C6381,Keyboard,Accessories,North,516.16,3,2023-10-23,UPI
T05418,C8455,Camera,Electronics,South,1841.08,1,2024-01-02,Online Payment
T05419,C5478,Monitor,Office Equipment,West,1186.76,7,2023-03-08,Debit Card
T05420,C3115,Headphones,Electronics,South,76.82,8,2023-03-15,Online Payment
T05421,C6474,Mobile Phone,Office Equipment,South,1005.81,5,2023-06-17,Debit Card
T05422,C1660,Laptop,Accessories,South,64.2,6,2023-04-26,Online Payment
T05423,C4500,Headphones,Office Equipment,South,1564.27,1,2023-11-20,Cash
T05424,C8063,Mobile Phone,Electronics,North,733.19,7,2024-04-03,UPI
T05425,C3904,Smartwatch,Electronics,West,1018.53,8,2023-05-13,UPI
T05426,C2621,Printer,Accessories,West,435.07,10,2023-06-27,Debit Card
T05427,C9330,Headphones,Electronics,North,1110.14,3,2024-11-11,Credit Card
T05428,C2199,Mobile Phone,Electronics,East,622.95,10,2023-10-26,Credit Card
T05429,C7560,Headphones,Accessories,East,678.39,9,2023-09-20,Credit Card
T05430,C6388,Mobile Phone,Office Equipment,West,331.66,6,2024-02-29,Debit Card
T05431,C2140,Smartwatch,Accessories,North,353.23,10,2023-08-05,Cash
T05432,C9733,Mobile Phone,Electronics,West,908.56,4,2024-08-09,Debit Card
T05433,C6759,Smartwatch,Electronics,East,665.8,10,2024-03-14,Debit Card
T05434,C1514,Camera,Office Equipment,South,1005.08,8,2024-10-20,UPI
T05435,C4646,Tablet,Electronics,East,778.89,3,2023-05-21,Credit Card
T05436,C9192,Mobile Phone,Accessories,South,884.63,2,2024-02-05,Cash
T05437,C9593,Tablet,Accessories,East,1260.84,7,2023-06-15,Cash
T05438,C7965,Desktop,Electronics,South,1007.44,9,2023-10-05,UPI
T05439,C2265,Mobile Phone,Electronics,East,578.95,4,2024-01-23,Online Payment
T05440,C5977,Mobile Phone,Office Equipment,North,589.92,2,2024-12-05,UPI
T05441,C7731,Camera,Office Equipment,South,533.39,6,2024-10-23,Cash
T05442,C2191,Monitor,Electronics,North,759.87,1,2023-06-08,Cash
T05443,C6797,Keyboard,Electronics,West,1029.52,6,2023-09-01,UPI
T05444,C5560,Headphones,Electronics,North,1215.54,8,2024-12-01,Cash
T05445,C8291,Monitor,Office Equipment,East,1959.89,4,2024-11-12,Cash
T05446,C9025,Mobile Phone,Accessories,North,1442.75,8,2024-03-09,UPI
T05447,C1014,Desktop,Accessories,South,957.56,8,2024-04-11,Credit Card
T05448,C5507,Mobile Phone,Electronics,North,1882.78,10,2023-10-09,Debit Card
T05449,C4231,Desktop,Accessories,South,213.32,9,2024-01-07,Cash
T05450,C2171,Desktop,Electronics,East,1724.46,3,2024-01-27,UPI
T05451,C1723,Printer,Accessories,North,283.75,4,2023-08-07,UPI
T05452,C3281,Desktop,Accessories,South,408.14,9,2023-06-04,Debit Card
T05453,C3714,Smartwatch,Accessories,South,1747.8,2,2024-04-26,Debit Card
T05454,C7278,Tablet,Accessories,South,777.05,9,2023-12-26,Online Payment
T05455,C9969,Desktop,Office Equipment,South,1835.67,2,2024-11-21,UPI
T05456,C9761,Laptop,Office Equipment,East,1401.73,3,2024-05-05,UPI
T05457,C2175,Printer,Electronics,East,66.82,1,2024-03-11,Debit Card
T05458,C7497,Smartwatch,Electronics,East,1920.7,8,2024-01-28,Credit Card
T05459,C4429,Laptop,Electronics,East,651.33,5,2022-12-27,Credit Card
T05460,C5591,Headphones,Accessories,East,726.16,3,2022-12-07,Debit Card
T05461,C6173,Tablet,Accessories,East,1629.33,1,2023-04-08,Credit Card
T05462,C6071,Keyboard,Accessories,East,1080.4,6,2024-09-19,Cash
T05463,C8946,Headphones,Electronics,West,219.47,2,2022-12-19,Credit Card
T05464,C4504,Keyboard,Electronics,North,341.48,1,2024-04-02,Debit Card
T05465,C4397,Laptop,Electronics,North,1187.87,1,2023-10-11,Debit Card
T05466,C4464,Desktop,Electronics,East,216.09,2,2023-05-13,Credit Card
T05467,C4211,Desktop,Accessories,North,1437.59,3,2024-04-23,Cash
T05468,C5449,Camera,Accessories,East,1501.34,8,2024-11-15,Cash
T05469,C9070,Monitor,Accessories,East,975.29,1,2024-07-21,Credit Card
T05470,C1153,Headphones,Electronics,East,1046.04,6,2024-10-04,Debit Card
T05471,C5737,Desktop,Electronics,East,636.0,4,2023-04-28,Online Payment
T05472,C7293,Tablet,Electronics,North,1319.34,6,2024-03-17,Debit Card
T05473,C8671,Mobile Phone,Accessories,North,566.3,8,2024-07-17,Online Payment
T05474,C3219,Monitor,Office Equipment,North,1282.24,9,2024-03-14,Cash
T05475,C5002,Headphones,Electronics,East,1508.07,8,2023-06-14,Online Payment
T05476,C6740,Headphones,Electronics,North,1181.16,10,2024-11-27,Credit Card
T05477,C9882,Monitor,Office Equipment,North,699.49,10,2023-09-05,Cash
T05478,C6951,Smartwatch,Office Equipment,East,483.95,6,2024-05-17,UPI
T05479,C7661,Camera,Office Equipment,East,54.41,10,2023-12-16,Credit Card
T05480,C8267,Tablet,Office Equipment,West,483.76,5,2024-04-19,Credit Card
T05481,C2754,Smartwatch,Office Equipment,South,165.59,3,2024-11-18,Credit Card
T05482,C1830,Desktop,Electronics,North,1248.82,9,2024-10-28,Credit Card
T05483,C3169,Smartwatch,Electronics,East,1033.49,10,2023-11-30,Debit Card
T05484,C5018,Camera,Office Equipment,South,1561.83,9,2024-11-29,Cash
T05485,C6840,Printer,Accessories,South,1143.34,4,2023-06-19,Debit Card
T05486,C2266,Laptop,Electronics,North,706.94,5,2024-07-02,Cash
T05487,C7419,Mobile Phone,Accessories,East,879.37,7,2024-03-06,UPI
T05488,C2219,Smartwatch,Accessories,South,1774.99,7,2024-01-28,Online Payment
T05489,C1921,Printer,Accessories,South,707.33,4,2023-11-08,Debit Card
T05490,C9768,Desktop,Electronics,South,120.17,2,2023-12-26,UPI
T05491,C1028,Desktop,Office Equipment,East,1761.08,2,2023-06-13,Online Payment
T05492,C3554,Desktop,Accessories,West,1863.62,1,2024-07-23,UPI
T05493,C7364,Laptop,Office Equipment,South,1427.07,1,2023-03-27,Credit Card
T05494,C6354,Monitor,Office Equipment,West,742.2,10,2023-10-10,Credit Card
T05495,C6434,Printer,Office Equipment,North,699.33,3,2024-12-01,Credit Card
T05496,C9867,Desktop,Office Equipment,West,1735.6,4,2023-08-15,Credit Card
T05497,C8600,Smartwatch,Office Equipment,West,1815.24,7,2024-07-04,UPI
T05498,C5681,Laptop,Office Equipment,West,1816.6,6,2023-06-09,UPI
T05499,C7979,Monitor,Office Equipment,North,182.53,1,2023-08-27,UPI
T05500,C1144,Laptop,Accessories,South,594.36,10,2023-02-09,Cash
T05501,C2687,Headphones,Office Equipment,West,1072.53,8,2023-04-25,Credit Card
T05502,C3060,Printer,Office Equipment,West,1863.57,9,2023-06-01,Cash
T05503,C2077,Mobile Phone,Office Equipment,East,845.37,1,2024-02-11,Debit Card
T05504,C5412,Headphones,Electronics,North,259.19,4,2023-04-25,Cash
T05505,C5776,Keyboard,Electronics,South,1660.69,1,2023-02-19,Credit Card
T05506,C5894,Desktop,Accessories,West,540.11,6,2023-07-07,UPI
T05507,C6141,Tablet,Electronics,South,230.87,9,2023-02-28,UPI
T05508,C4944,Monitor,Accessories,South,727.26,10,2024-02-13,Debit Card
T05509,C3772,Desktop,Office Equipment,East,393.16,8,2023-05-07,UPI
T05510,C3298,Mobile Phone,Office Equipment,South,513.72,6,2023-07-29,Online Payment
T05511,C4502,Tablet,Electronics,East,1158.83,5,2023-11-25,Cash
T05512,C9075,Headphones,Office Equipment,West,1004.22,9,2023-07-09,Credit Card
T05513,C4306,Smartwatch,Electronics,South,136.03,2,2024-08-05,Debit Card
T05514,C5038,Smartwatch,Accessories,South,1394.22,7,2023-11-09,UPI
T05515,C4558,Laptop,Electronics,North,1970.81,2,2024-06-14,UPI
T05516,C7002,Desktop,Accessories,North,811.56,8,2023-09-16,Online Payment
T05517,C7083,Monitor,Accessories,East,1115.16,2,2024-06-15,Debit Card
T05518,C6904,Smartwatch,Office Equipment,West,758.71,5,2024-09-04,UPI
T05519,C1145,Laptop,Office Equipment,North,441.91,8,2024-07-04,Debit Card
T05520,C5973,Tablet,Electronics,North,700.5,3,2023-04-16,UPI
T05521,C8626,Keyboard,Accessories,South,209.55,7,2023-08-29,Cash
T05522,C4126,Monitor,Electronics,West,867.48,8,2023-08-21,UPI
T05523,C3326,Headphones,Office Equipment,West,1274.84,5,2023-02-07,Online Payment
T05524,C6663,Camera,Accessories,South,419.4,1,2023-12-21,Credit Card
T05525,C2759,Desktop,Electronics,South,905.52,2,2023-06-06,Online Payment
T05526,C3937,Laptop,Accessories,West,1502.37,2,2024-05-31,Credit Card
T05527,C3993,Laptop,Accessories,North,1756.17,2,2024-03-24,UPI
T05528,C5091,Headphones,Accessories,East,52.58,4,2024-11-25,Cash
T05529,C3471,Keyboard,Office Equipment,East,101.75,4,2023-11-27,UPI
T05530,C9403,Smartwatch,Electronics,South,1286.03,2,2024-05-03,Credit Card
T05531,C4543,Monitor,Accessories,East,1704.63,1,2023-12-06,Cash
T05532,C1380,Printer,Electronics,North,519.97,3,2024-02-28,Credit Card
T05533,C7401,Printer,Electronics,South,770.33,6,2024-04-23,Online Payment
T05534,C1832,Tablet,Electronics,North,883.46,8,2024-01-28,Cash
T05535,C3417,Desktop,Electronics,East,1952.46,9,2023-09-23,Online Payment
T05536,C7013,Printer,Office Equipment,North,1085.68,6,2024-06-14,Cash
T05537,C6597,Tablet,Accessories,North,80.09,5,2024-03-05,Cash
T05538,C3294,Printer,Office Equipment,South,682.24,6,2023-08-19,Debit Card
T05539,C5250,Headphones,Office Equipment,West,797.47,1,2024-07-22,Debit Card
T05540,C2171,Desktop,Electronics,West,412.38,10,2023-09-23,UPI
T05541,C4828,Laptop,Accessories,North,1946.65,1,2023-07-02,Credit Card
T05542,C1583,Printer,Accessories,South,1153.57,5,2024-10-15,Online Payment
T05543,C2621,Smartwatch,Office Equipment,East,1201.03,9,2024-05-08,Credit Card
T05544,C9586,Printer,Accessories,East,1208.58,6,2024-12-04,Cash
T05545,C5759,Headphones,Accessories,South,1772.66,8,2023-12-02,Debit Card
T05546,C8582,Monitor,Office Equipment,South,804.5,10,2023-08-09,Credit Card
T05547,C4260,Monitor,Electronics,West,242.66,6,2023-06-29,UPI
T05548,C8139,Keyboard,Accessories,West,108.88,7,2024-03-13,Debit Card
T05549,C6069,Keyboard,Office Equipment,South,633.77,7,2023-03-21,Online Payment
T05550,C9948,Monitor,Office Equipment,North,1366.24,2,2023-01-29,Debit Card
T05551,C1138,Headphones,Electronics,West,900.77,7,2024-04-13,Debit Card
T05552,C6782,Mobile Phone,Office Equipment,East,466.96,2,2023-04-03,Online Payment
T05553,C6371,Keyboard,Office Equipment,South,865.58,2,2024-03-15,UPI
T05554,C6525,Camera,Office Equipment,East,734.74,9,2024-04-08,Online Payment
T05555,C3819,Laptop,Electronics,South,1282.52,8,2023-11-29,Debit Card
T05556,C8879,Tablet,Accessories,East,1708.47,4,2023-01-09,Cash
T05557,C8520,Mobile Phone,Electronics,South,207.44,2,2023-04-15,Debit Card
T05558,C3252,Smartwatch,Electronics,North,908.7,7,2024-03-19,Online Payment
T05559,C1923,Headphones,Accessories,North,201.42,3,2024-03-06,Credit Card
T05560,C6094,Monitor,Electronics,West,1987.29,9,2023-06-13,Debit Card
T05561,C2426,Laptop,Accessories,South,1287.08,10,2023-10-28,Cash
T05562,C1968,Printer,Office Equipment,East,1225.87,1,2023-10-05,Online Payment
T05563,C7957,Tablet,Electronics,South,1023.14,8,2023-08-05,Credit Card
T05564,C3118,Smartwatch,Accessories,North,956.6,2,2024-12-06,Debit Card
T05565,C8819,Camera,Electronics,South,371.0,2,2023-11-13,Online Payment
T05566,C8225,Headphones,Accessories,East,1023.96,3,2023-11-22,UPI
T05567,C2151,Mobile Phone,Office Equipment,West,670.0,1,2024-04-27,Debit Card
T05568,C3474,Monitor,Office Equipment,West,1334.79,3,2023-06-01,Credit Card
T05569,C9939,Mobile Phone,Office Equipment,South,856.07,3,2023-11-26,UPI
T05570,C6871,Mobile Phone,Electronics,South,1678.67,7,2024-09-10,Cash
T05571,C4809,Laptop,Office Equipment,East,1064.98,3,2023-07-12,Online Payment
T05572,C8940,Desktop,Office Equipment,West,612.82,9,2023-04-19,Debit Card
T05573,C9453,Camera,Accessories,West,827.8,5,2024-08-23,Credit Card
T05574,C1635,Laptop,Electronics,North,1846.07,8,2024-10-29,Debit Card
T05575,C6503,Smartwatch,Office Equipment,West,1625.59,6,2023-09-07,Cash
T05576,C6011,Keyboard,Accessories,South,537.09,1,2023-05-08,Cash
T05577,C8845,Desktop,Accessories,South,133.14,6,2023-01-27,Cash
T05578,C9932,Keyboard,Accessories,South,1133.83,2,2024-01-05,Online Payment
T05579,C9140,Smartwatch,Electronics,West,1617.08,3,2023-11-30,Online Payment
T05580,C3302,Headphones,Accessories,North,552.51,7,2024-05-18,UPI
T05581,C5381,Tablet,Accessories,North,1891.6,9,2024-08-15,Credit Card
T05582,C5138,Laptop,Accessories,West,340.47,3,2023-01-23,Online Payment
T05583,C4973,Printer,Accessories,West,865.91,2,2023-05-18,Cash
T05584,C7653,Headphones,Accessories,East,1763.99,3,2023-08-29,Credit Card
T05585,C5374,Tablet,Office Equipment,South,739.7,3,2024-04-25,UPI
T05586,C6392,Printer,Electronics,West,1977.88,7,2024-10-19,Debit Card
T05587,C2452,Desktop,Electronics,North,1117.84,1,2023-04-14,Debit Card
T05588,C8967,Printer,Office Equipment,South,765.28,7,2023-06-08,Cash
T05589,C6521,Mobile Phone,Electronics,West,285.89,10,2024-08-31,Online Payment
T05590,C6289,Tablet,Electronics,West,420.88,7,2023-08-22,Cash
T05591,C5547,Tablet,Accessories,North,322.24,8,2023-06-05,Credit Card
T05592,C4987,Camera,Electronics,North,1824.97,7,2024-05-19,Debit Card
T05593,C4227,Monitor,Office Equipment,West,285.24,4,2024-11-26,Credit Card
T05594,C4765,Laptop,Electronics,South,512.2,6,2023-06-29,Credit Card
T05595,C5990,Camera,Accessories,North,351.7,7,2023-03-06,Debit Card
T05596,C3629,Desktop,Electronics,South,1926.21,7,2022-12-16,Cash
T05597,C2006,Monitor,Accessories,South,397.72,6,2023-11-19,Cash
T05598,C5094,Monitor,Accessories,South,229.79,4,2023-12-31,Cash
T05599,C5660,Printer,Office Equipment,North,752.29,1,2023-01-15,Online Payment
T05600,C8736,Camera,Accessories,North,833.37,9,2023-04-16,Debit Card
T05601,C3043,Headphones,Electronics,West,1660.07,7,2023-02-25,Debit Card
T05602,C8373,Monitor,Office Equipment,South,326.34,3,2023-12-01,Online Payment
T05603,C6576,Camera,Accessories,West,514.03,6,2023-09-17,UPI
T05604,C3469,Headphones,Accessories,East,803.96,7,2024-06-26,UPI
T05605,C5530,Keyboard,Office Equipment,South,375.43,10,2024-08-08,Cash
T05606,C9491,Headphones,Office Equipment,East,1129.93,7,2023-01-09,Cash
T05607,C2785,Desktop,Accessories,East,1702.88,7,2024-06-25,Credit Card
T05608,C8036,Printer,Accessories,West,96.49,10,2023-07-26,Cash
T05609,C3434,Camera,Accessories,East,189.76,6,2022-12-27,Online Payment
T05610,C8335,Headphones,Electronics,West,1715.41,2,2024-09-23,Cash
T05611,C2661,Monitor,Electronics,South,451.25,9,2024-09-26,Debit Card
T05612,C1422,Mobile Phone,Accessories,North,618.31,8,2023-09-14,Online Payment
T05613,C7289,Keyboard,Accessories,West,1822.63,6,2024-01-15,Debit Card
T05614,C2865,Camera,Electronics,West,1425.71,2,2024-09-25,Credit Card
T05615,C3710,Smartwatch,Accessories,West,783.85,5,2024-06-03,Debit Card
T05616,C3520,Laptop,Electronics,East,762.61,1,2023-06-13,UPI
T05617,C3183,Desktop,Office Equipment,North,543.29,6,2023-03-30,Cash
T05618,C4284,Mobile Phone,Electronics,South,413.28,7,2024-08-06,Credit Card
T05619,C4067,Mobile Phone,Office Equipment,North,458.84,8,2023-02-06,Online Payment
T05620,C6809,Monitor,Accessories,South,145.56,5,2023-06-27,Debit Card
T05621,C6560,Desktop,Office Equipment,East,349.94,6,2023-08-05,UPI
T05622,C8709,Desktop,Office Equipment,West,1538.74,5,2023-04-21,Debit Card
T05623,C3814,Laptop,Office Equipment,South,1719.89,7,2024-02-19,UPI
T05624,C5401,Smartwatch,Office Equipment,North,1881.8,6,2024-09-08,Cash
T05625,C9683,Smartwatch,Office Equipment,South,181.79,8,2023-02-19,Credit Card
T05626,C2754,Headphones,Electronics,West,1606.79,9,2024-06-05,UPI
T05627,C5472,Printer,Electronics,North,1681.04,2,2024-01-24,UPI
T05628,C2898,Smartwatch,Office Equipment,West,1790.76,7,2024-04-27,UPI
T05629,C4465,Laptop,Office Equipment,South,1469.44,6,2024-11-14,Cash
T05630,C9403,Keyboard,Office Equipment,North,532.36,4,2023-08-19,Credit Card
T05631,C1210,Printer,Office Equipment,East,1225.82,3,2024-12-03,UPI
T05632,C8500,Keyboard,Accessories,North,839.74,7,2024-02-21,UPI
T05633,C9283,Headphones,Office Equipment,West,608.73,3,2024-08-20,UPI
T05634,C1390,Tablet,Electronics,North,1463.41,3,2024-05-05,Debit Card
T05635,C8344,Monitor,Accessories,North,1072.11,6,2023-09-14,Cash
T05636,C9003,Laptop,Office Equipment,West,1833.48,5,2024-04-01,Credit Card
T05637,C8174,Desktop,Electronics,North,1597.33,1,2023-04-04,Debit Card
T05638,C7641,Printer,Accessories,North,1102.95,8,2023-10-30,Online Payment
T05639,C3905,Printer,Office Equipment,North,869.37,4,2023-11-30,Online Payment
T05640,C9367,Laptop,Office Equipment,South,489.25,2,2024-10-29,UPI
T05641,C3782,Printer,Office Equipment,East,1766.79,1,2024-07-09,Cash
T05642,C4090,Keyboard,Accessories,North,1351.55,7,2023-03-10,Debit Card
T05643,C5035,Printer,Accessories,East,1763.8,10,2024-06-05,UPI
T05644,C4704,Tablet,Electronics,West,128.14,9,2024-05-05,UPI
